,id,sex,age,education,timestamp_2,timestamp_7,timestamp_end,timestamp_start,game_won,time_to_2,time_to_7,time_to_end,time_total
162,184,m,2.0,3.0,2023-09-14 14:31:28.451425,2023-09-14 14:33:04.215447,2023-09-14 14:35:53.719483,2023-09-14 14:30:40.357192,1.0,0 days 00:00:48.094233,0 days 00:02:23.858255,0 days 00:05:13.362291,0 days 00:05:13.362291
163,185,m,3.0,4.0,2023-09-14 14:33:34.068421,,,2023-09-14 14:33:14.660366,,0 days 00:00:19.408055,,,
165,187,m,1.0,1.0,,,,2023-09-14 14:35:56.368984,,,,,
166,188,m,0.0,1.0,,,,2023-09-14 14:38:39.001975,,,,,
167,189,m,1.0,2.0,,,,2023-09-14 14:50:33.348833,,,,,
168,190,f,0.0,0.0,2023-09-14 15:00:09.232858,,,2023-09-14 14:59:25.101283,,0 days 00:00:44.131575,,,
169,191,m,1.0,1.0,2023-09-14 15:09:02.793977,,,2023-09-14 15:02:46.320107,,0 days 00:06:16.473870,,,
170,192,m,1.0,1.0,2023-09-14 15:05:31.069482,,,2023-09-14 15:03:22.354938,,0 days 00:02:08.714544,,,
171,193,m,1.0,2.0,,,2023-09-14 15:06:16.334453,2023-09-14 15:05:07.825082,0.0,,,,0 days 00:01:08.509371
173,195,m,0.0,0.0,2023-09-14 15:12:02.653473,,,2023-09-14 15:10:39.460698,,0 days 00:01:23.192775,,,
174,196,f,1.0,1.0,,,,2023-09-14 15:17:02.531609,,,,,
177,199,f,1.0,1.0,,,,2023-09-14 15:33:20.806538,,,,,
178,200,f,1.0,2.0,2023-09-14 15:30:35.093665,2023-09-14 15:31:41.133894,,2023-09-14 15:29:39.371345,,0 days 00:00:55.722320,0 days 00:02:01.762549,,
179,201,m,1.0,2.0,,,,2023-09-14 15:32:22.169662,,,,,
180,202,f,1.0,2.0,,,,2023-09-14 15:45:42.289053,,,,,
181,203,m,1.0,2.0,2023-09-14 15:49:57.383064,2023-09-14 15:53:42.361955,2023-09-14 15:56:15.281651,2023-09-14 15:49:00.917011,1.0,0 days 00:00:56.466053,0 days 00:04:41.444944,0 days 00:07:14.364640,0 days 00:07:14.364640
182,204,m,1.0,1.0,2023-09-14 15:57:26.908829,2023-09-14 16:00:55.819425,,2023-09-14 15:55:52.526590,,0 days 00:01:34.382239,0 days 00:05:03.292835,,
184,206,,3.0,4.0,,,,2023-09-14 16:18:50.382055,,,,,
185,207,f,0.0,0.0,2023-09-14 16:23:08.731696,,2023-09-14 16:24:06.173404,2023-09-14 16:22:11.826761,0.0,0 days 00:00:56.904935,,,0 days 00:01:54.346643
186,208,m,1.0,1.0,2023-09-14 16:25:33.628783,,,2023-09-14 16:24:47.871932,,0 days 00:00:45.756851,,,
187,209,m,1.0,1.0,2023-09-14 16:30:18.720027,2023-09-14 16:34:31.810184,2023-09-14 16:37:50.771152,2023-09-14 16:28:00.289079,1.0,0 days 00:02:18.430948,0 days 00:06:31.521105,0 days 00:09:50.482073,0 days 00:09:50.482073
189,211,f,1.0,1.0,2023-09-14 16:42:04.197382,2023-09-14 16:43:25.432944,2023-09-14 16:47:53.371916,2023-09-14 16:41:01.157930,1.0,0 days 00:01:03.039452,0 days 00:02:24.275014,0 days 00:06:52.213986,0 days 00:06:52.213986
190,212,m,1.0,1.0,,,2023-09-14 16:41:01.626091,2023-09-14 16:40:43.805590,0.0,,,,0 days 00:00:17.820501
191,213,,4.0,3.0,,,,2023-09-14 16:42:49.493320,,,,,
192,214,m,1.0,1.0,2023-09-14 16:47:22.566664,2023-09-14 16:52:58.781001,2023-09-14 16:55:39.392290,2023-09-14 16:44:20.801014,1.0,0 days 00:03:01.765650,0 days 00:08:37.979987,0 days 00:11:18.591276,0 days 00:11:18.591276
193,215,,1.0,1.0,2023-09-14 16:52:26.586573,,,2023-09-14 16:51:45.174983,,0 days 00:00:41.411590,,,
194,216,m,3.0,3.0,2023-09-14 16:56:55.674465,2023-09-14 17:01:40.289955,2023-09-14 17:10:50.165191,2023-09-14 16:55:28.654456,1.0,0 days 00:01:27.020009,0 days 00:06:11.635499,0 days 00:15:21.510735,0 days 00:15:21.510735
195,217,f,0.0,0.0,,,,2023-09-14 16:56:46.634612,,,,,
197,219,m,2.0,2.0,2023-09-14 16:59:57.936101,2023-09-14 17:03:02.136556,2023-09-14 17:12:52.500705,2023-09-14 16:58:51.314547,0.0,0 days 00:01:06.621554,0 days 00:04:10.822009,,0 days 00:14:01.186158
198,220,f,1.0,3.0,,,,2023-09-14 16:59:30.982235,,,,,
200,222,f,1.0,2.0,,,2023-09-14 17:05:45.422487,2023-09-14 17:03:23.702903,0.0,,,,0 days 00:02:21.719584
201,223,f,1.0,1.0,2023-09-14 17:03:48.411596,,,2023-09-14 17:03:03.468005,,0 days 00:00:44.943591,,,
202,224,m,1.0,1.0,2023-09-14 17:08:47.443384,2023-09-14 17:11:31.298259,,2023-09-14 17:07:32.184339,,0 days 00:01:15.259045,0 days 00:03:59.113920,,
203,225,m,1.0,2.0,2023-09-14 17:15:02.977458,,,2023-09-14 17:11:37.615004,,0 days 00:03:25.362454,,,
205,227,f,1.0,3.0,2023-09-14 17:16:51.708514,2023-09-14 17:27:34.666245,,2023-09-14 17:14:36.167774,,0 days 00:02:15.540740,0 days 00:12:58.498471,,
206,228,f,1.0,2.0,,,,2023-09-14 17:20:27.787385,,,,,
207,229,f,1.0,2.0,,,,2023-09-14 17:31:17.653178,,,,,
209,231,f,1.0,3.0,2023-09-14 17:36:50.972989,2023-09-14 17:45:27.847992,,2023-09-14 17:33:18.679103,,0 days 00:03:32.293886,0 days 00:12:09.168889,,
210,232,m,1.0,1.0,2023-09-14 17:41:26.878776,2023-09-14 17:42:25.759996,,2023-09-14 17:34:52.613955,,0 days 00:06:34.264821,0 days 00:07:33.146041,,
213,235,m,1.0,1.0,,,,2023-09-14 17:40:30.656375,,,,,
214,236,m,3.0,3.0,2023-09-14 17:46:40.731732,,,2023-09-14 17:43:30.230022,,0 days 00:03:10.501710,,,
215,237,m,1.0,2.0,2023-09-14 17:45:53.246928,,,2023-09-14 17:44:42.632099,,0 days 00:01:10.614829,,,
216,238,m,1.0,1.0,2023-09-14 17:56:56.129041,,,2023-09-14 17:56:11.666916,,0 days 00:00:44.462125,,,
217,239,m,0.0,0.0,2023-09-14 17:59:47.709325,2023-09-14 18:09:20.434339,,2023-09-14 17:58:31.186255,,0 days 00:01:16.523070,0 days 00:10:49.248084,,
218,240,f,1.0,2.0,2023-09-14 18:10:12.702288,,2023-09-14 18:11:10.997737,2023-09-14 18:09:18.866174,0.0,0 days 00:00:53.836114,,,0 days 00:01:52.131563
219,241,f,1.0,1.0,2023-09-14 18:14:44.714692,2023-09-14 18:18:24.647157,2023-09-14 18:24:55.285513,2023-09-14 18:13:39.978151,1.0,0 days 00:01:04.736541,0 days 00:04:44.669006,0 days 00:11:15.307362,0 days 00:11:15.307362
221,243,m,1.0,2.0,2023-09-14 18:25:27.658659,,,2023-09-14 18:23:10.770455,,0 days 00:02:16.888204,,,
222,244,,1.0,1.0,2023-09-14 18:40:39.481893,,,2023-09-14 18:38:41.602683,,0 days 00:01:57.879210,,,
223,245,,,,,,2023-09-14 18:43:13.947217,2023-09-14 18:42:42.547794,0.0,,,,0 days 00:00:31.399423
225,247,,1.0,,2023-09-14 18:47:57.906997,,,2023-09-14 18:45:56.536496,,0 days 00:02:01.370501,,,
226,248,f,1.0,2.0,2023-09-14 18:48:26.329079,,,2023-09-14 18:46:54.545225,,0 days 00:01:31.783854,,,
228,250,f,1.0,1.0,2023-09-14 18:59:23.631416,2023-09-14 19:05:18.980802,2023-09-14 19:09:03.407136,2023-09-14 18:57:48.314192,1.0,0 days 00:01:35.317224,0 days 00:07:30.666610,0 days 00:11:15.092944,0 days 00:11:15.092944
230,252,m,2.0,3.0,2023-09-14 18:59:18.108439,,,2023-09-14 18:58:05.516135,,0 days 00:01:12.592304,,,
232,254,m,1.0,2.0,2023-09-14 19:05:17.904518,2023-09-14 19:11:45.838299,,2023-09-14 19:04:34.153568,,0 days 00:00:43.750950,0 days 00:07:11.684731,,
234,256,f,1.0,1.0,,,,2023-09-14 19:18:35.662020,,,,,
235,257,m,2.0,3.0,2023-09-14 19:19:40.318316,2023-09-14 19:32:31.348862,2023-09-14 19:55:10.431840,2023-09-14 19:15:52.083819,1.0,0 days 00:03:48.234497,0 days 00:16:39.265043,0 days 00:39:18.348021,0 days 00:39:18.348021
236,258,,2.0,3.0,,,,2023-09-14 19:19:49.000345,,,,,
237,259,m,1.0,2.0,2023-09-14 19:24:17.182468,,,2023-09-14 19:22:08.663081,,0 days 00:02:08.519387,,,
238,260,,1.0,1.0,,,,2023-09-14 19:24:30.778639,,,,,
239,261,f,1.0,2.0,2023-09-14 19:29:12.068162,,,2023-09-14 19:28:19.974652,,0 days 00:00:52.093510,,,
240,262,f,1.0,2.0,2023-09-14 19:48:58.610334,,,2023-09-14 19:48:11.221581,,0 days 00:00:47.388753,,,
241,263,m,2.0,3.0,2023-09-14 19:53:26.326131,,,2023-09-14 19:51:26.839663,,0 days 00:01:59.486468,,,
243,265,m,1.0,1.0,,,,2023-09-14 20:05:48.073476,,,,,
244,266,f,1.0,1.0,2023-09-14 20:10:54.399439,,,2023-09-14 20:08:59.666060,,0 days 00:01:54.733379,,,
245,267,f,1.0,1.0,2023-09-14 20:15:29.211917,2023-09-14 20:19:20.702013,2023-09-14 20:22:24.911617,2023-09-14 20:13:26.498346,1.0,0 days 00:02:02.713571,0 days 00:05:54.203667,0 days 00:08:58.413271,0 days 00:08:58.413271
246,268,f,1.0,2.0,2023-09-14 20:28:40.285265,,,2023-09-14 20:28:07.657423,,0 days 00:00:32.627842,,,
248,270,,,,,,,2023-09-14 20:40:27.096722,,,,,
249,271,m,1.0,0.0,2023-09-14 20:44:19.378054,2023-09-14 20:49:12.221163,2023-09-14 20:51:21.992445,2023-09-14 20:41:58.225303,1.0,0 days 00:02:21.152751,0 days 00:07:13.995860,0 days 00:09:23.767142,0 days 00:09:23.767142
251,273,f,1.0,1.0,,,,2023-09-14 20:45:59.087539,,,,,
252,274,f,1.0,1.0,2023-09-14 20:46:52.847102,,,2023-09-14 20:46:21.472682,,0 days 00:00:31.374420,,,
253,275,f,1.0,2.0,2023-09-14 20:51:16.937322,2023-09-14 20:56:46.872895,2023-09-14 21:06:42.979924,2023-09-14 20:48:30.407248,1.0,0 days 00:02:46.530074,0 days 00:08:16.465647,0 days 00:18:12.572676,0 days 00:18:12.572676
254,276,,1.0,1.0,,,2023-09-14 20:53:38.370044,2023-09-14 20:52:59.079592,0.0,,,,0 days 00:00:39.290452
255,277,m,2.0,3.0,2023-09-14 20:56:26.131524,,,2023-09-14 20:55:44.913800,,0 days 00:00:41.217724,,,
257,279,f,1.0,2.0,2023-09-14 21:21:39.707482,,,2023-09-14 21:19:25.645538,,0 days 00:02:14.061944,,,
258,280,m,1.0,1.0,2023-09-14 21:30:47.286899,2023-09-14 21:32:35.328626,,2023-09-14 21:28:15.172021,,0 days 00:02:32.114878,0 days 00:04:20.156605,,
259,281,m,2.0,3.0,,,,2023-09-14 21:30:14.982155,,,,,
261,283,m,1.0,1.0,2023-09-14 21:47:20.756704,2023-09-14 21:51:16.032870,,2023-09-14 21:46:42.966994,,0 days 00:00:37.789710,0 days 00:04:33.065876,,
264,286,f,1.0,2.0,2023-09-14 22:26:13.163149,2023-09-14 22:32:48.576479,2023-09-14 22:35:53.863160,2023-09-14 22:24:00.279351,1.0,0 days 00:02:12.883798,0 days 00:08:48.297128,0 days 00:11:53.583809,0 days 00:11:53.583809
265,287,m,1.0,2.0,,,,2023-09-14 22:27:27.617129,,,,,
266,288,m,2.0,3.0,2023-09-14 22:44:25.433450,,,2023-09-14 22:43:21.535055,,0 days 00:01:03.898395,,,
267,289,m,2.0,3.0,,,,2023-09-14 23:11:39.410997,,,,,
268,290,m,1.0,1.0,,,2023-09-14 23:20:15.133890,2023-09-14 23:17:39.912149,0.0,,,,0 days 00:02:35.221741
269,291,f,0.0,4.0,2023-09-14 23:21:42.688029,2023-09-14 23:25:46.029311,,2023-09-14 23:21:12.628170,,0 days 00:00:30.059859,0 days 00:04:33.401141,,
271,293,m,1.0,1.0,,,,2023-09-15 02:33:42.839740,,,,,
272,294,f,1.0,1.0,,,,2023-09-15 05:26:20.436561,,,,,
273,295,f,1.0,1.0,2023-09-15 05:28:25.199806,,,2023-09-15 05:26:46.627791,,0 days 00:01:38.572015,,,
275,297,f,0.0,1.0,2023-09-15 05:40:22.784035,,,2023-09-15 05:39:24.859224,,0 days 00:00:57.924811,,,
276,298,f,1.0,3.0,2023-09-15 05:49:04.533416,,2023-09-15 05:50:58.178965,2023-09-15 05:47:20.379865,0.0,0 days 00:01:44.153551,,,0 days 00:03:37.799100
278,300,f,2.0,3.0,2023-09-15 06:08:04.201326,,,2023-09-15 06:06:13.410799,,0 days 00:01:50.790527,,,
280,302,f,2.0,3.0,,,,2023-09-15 06:09:37.407122,,,,,
281,303,m,1.0,1.0,2023-09-15 06:19:02.804533,,,2023-09-15 06:18:07.660844,,0 days 00:00:55.143689,,,
282,304,f,2.0,3.0,2023-09-15 06:23:06.224543,,,2023-09-15 06:20:44.569745,,0 days 00:02:21.654798,,,
283,305,f,2.0,3.0,,,,2023-09-15 06:24:31.491493,,,,,
284,306,m,2.0,3.0,2023-09-15 06:41:17.864736,2023-09-15 06:42:52.708028,2023-09-15 06:45:54.863184,2023-09-15 06:38:48.521540,1.0,0 days 00:02:29.343196,0 days 00:04:04.186488,0 days 00:07:06.341644,0 days 00:07:06.341644
285,307,m,1.0,2.0,2023-09-15 06:55:18.365083,2023-09-15 06:58:12.906453,2023-09-15 07:09:21.189177,2023-09-15 06:53:21.239031,1.0,0 days 00:01:57.126052,0 days 00:04:51.667422,0 days 00:15:59.950146,0 days 00:15:59.950146
287,309,f,0.0,1.0,2023-09-15 07:19:03.670229,,2023-09-15 07:20:12.236528,2023-09-15 07:18:02.973808,0.0,0 days 00:01:00.696421,,,0 days 00:02:09.262720
288,310,f,1.0,1.0,,,,2023-09-15 07:58:51.231236,,,,,
289,311,m,1.0,2.0,2023-09-15 08:02:57.120662,,,2023-09-15 08:01:37.141563,,0 days 00:01:19.979099,,,
290,312,m,0.0,2.0,,,,2023-09-15 08:38:47.615448,,,,,
292,314,f,2.0,4.0,2023-09-15 08:42:12.391977,2023-09-15 08:51:54.782565,2023-09-15 08:54:55.413158,2023-09-15 08:41:22.554488,1.0,0 days 00:00:49.837489,0 days 00:10:32.228077,0 days 00:13:32.858670,0 days 00:13:32.858670
295,317,m,1.0,2.0,,,,2023-09-15 08:55:55.933820,,,,,
296,318,m,1.0,2.0,2023-09-15 09:01:47.094647,,,2023-09-15 08:58:46.029631,,0 days 00:03:01.065016,,,
297,319,m,1.0,1.0,,,,2023-09-15 09:00:34.603299,,,,,
298,320,m,1.0,1.0,2023-09-15 09:26:33.868512,,,2023-09-15 09:24:41.920817,,0 days 00:01:51.947695,,,
299,321,f,1.0,1.0,2023-09-15 09:34:25.105003,2023-09-15 09:38:10.745644,2023-09-15 09:50:15.054288,2023-09-15 09:31:30.572648,1.0,0 days 00:02:54.532355,0 days 00:06:40.172996,0 days 00:18:44.481640,0 days 00:18:44.481640
300,322,f,1.0,2.0,,,,2023-09-15 10:09:20.342414,,,,,
302,324,f,1.0,1.0,2023-09-15 10:29:03.125888,2023-09-15 10:33:55.159063,2023-09-15 10:49:54.324225,2023-09-15 10:28:03.158940,1.0,0 days 00:00:59.966948,0 days 00:05:52.000123,0 days 00:21:51.165285,0 days 00:21:51.165285
304,326,f,2.0,3.0,,,2023-09-15 10:53:31.637537,2023-09-15 10:52:20.759658,0.0,,,,0 days 00:01:10.877879
306,328,f,3.0,3.0,2023-09-15 11:37:19.497295,,,2023-09-15 11:33:06.028074,,0 days 00:04:13.469221,,,
307,329,,,,2023-09-15 11:29:46.976890,,,2023-09-15 11:28:45.722585,,0 days 00:01:01.254305,,,
308,330,f,3.0,3.0,,,,2023-09-15 12:17:47.221141,,,,,
309,331,m,1.0,2.0,,,,2023-09-15 15:11:40.290990,,,,,
310,332,m,,,2023-09-15 15:13:25.495903,,,2023-09-15 15:13:00.829630,,0 days 00:00:24.666273,,,
311,333,m,1.0,2.0,2023-09-15 18:05:01.167839,2023-09-15 18:07:04.222548,2023-09-15 20:57:25.727094,2023-09-15 18:03:18.426312,1.0,0 days 00:01:42.741527,0 days 00:03:45.796236,0 days 02:54:07.300782,0 days 02:54:07.300782
312,334,f,2.0,3.0,2023-09-15 18:22:52.558117,2023-09-15 18:26:33.421700,2023-09-15 18:31:22.978088,2023-09-15 18:15:29.605993,1.0,0 days 00:07:22.952124,0 days 00:11:03.815707,0 days 00:15:53.372095,0 days 00:15:53.372095
313,335,m,3.0,3.0,2023-09-15 20:30:46.383200,,,2023-09-15 20:29:57.324025,,0 days 00:00:49.059175,,,
314,336,m,2.0,3.0,2023-09-15 20:45:25.728691,,,2023-09-15 20:43:58.216607,,0 days 00:01:27.512084,,,
315,337,m,2.0,3.0,2023-09-15 21:30:32.198109,2023-09-15 21:34:47.917077,2023-09-15 21:38:23.009025,2023-09-15 21:26:21.431442,1.0,0 days 00:04:10.766667,0 days 00:08:26.485635,0 days 00:12:01.577583,0 days 00:12:01.577583
317,339,f,2.0,3.0,2023-09-16 08:51:33.978177,2023-09-16 09:00:41.800728,,2023-09-16 08:47:33.470241,,0 days 00:04:00.507936,0 days 00:13:08.330487,,
318,340,f,2.0,3.0,2023-09-16 09:05:17.275418,2023-09-16 09:09:26.918550,,2023-09-16 09:02:18.505857,,0 days 00:02:58.769561,0 days 00:07:08.412693,,
319,341,f,2.0,3.0,2023-09-16 11:39:56.699668,,,2023-09-16 11:38:23.058715,,0 days 00:01:33.640953,,,
320,342,m,2.0,4.0,2023-09-16 13:43:01.539865,,,2023-09-16 13:41:50.252036,,0 days 00:01:11.287829,,,
321,343,m,2.0,4.0,,,,2023-09-16 19:11:52.306221,,,,,
323,345,,2.0,2.0,2023-09-16 21:03:50.815881,2023-09-16 21:11:12.943662,,2023-09-16 21:03:32.974719,,0 days 00:00:17.841162,0 days 00:07:39.968943,,
325,347,,2.0,,2023-09-17 10:29:40.832249,2023-09-17 10:33:33.738112,2023-09-17 10:35:41.776315,2023-09-17 10:27:54.780575,1.0,0 days 00:01:46.051674,0 days 00:05:38.957537,0 days 00:07:46.995740,0 days 00:07:46.995740
327,349,m,2.0,3.0,2023-09-17 16:14:23.702035,,,2023-09-17 16:13:57.693663,,0 days 00:00:26.008372,,,
328,350,m,2.0,3.0,2023-09-17 17:47:35.463249,2023-09-17 17:55:46.446217,2023-09-17 17:59:46.224974,2023-09-17 17:45:52.359734,1.0,0 days 00:01:43.103515,0 days 00:09:54.086483,0 days 00:13:53.865240,0 days 00:13:53.865240
329,351,m,3.0,3.0,2023-09-18 07:17:19.950362,,,2023-09-18 07:16:38.123617,,0 days 00:00:41.826745,,,
331,353,m,1.0,2.0,2023-09-18 07:46:48.798682,,,2023-09-18 07:42:53.262768,,0 days 00:03:55.535914,,,
332,354,,,,2023-09-18 07:53:51.882320,,,2023-09-18 07:52:46.167820,,0 days 00:01:05.714500,,,
333,355,,,,,,,2023-09-18 08:07:53.991391,,,,,
334,356,f,1.0,2.0,2023-09-18 09:04:16.949479,2023-09-18 09:10:55.646627,2023-09-18 09:16:49.615504,2023-09-18 09:01:58.987615,1.0,0 days 00:02:17.961864,0 days 00:08:56.659012,0 days 00:14:50.627889,0 days 00:14:50.627889
337,359,m,2.0,3.0,2023-09-19 18:48:58.189244,,,2023-09-19 18:47:31.994773,,0 days 00:01:26.194471,,,
338,360,m,2.0,3.0,2023-09-19 19:36:12.884087,,,2023-09-19 19:31:46.186907,,0 days 00:04:26.697180,,,
339,361,m,1.0,2.0,,,2023-09-19 21:06:56.645378,2023-09-19 21:05:48.414572,0.0,,,,0 days 00:01:08.230806
340,362,,,,2023-09-20 08:24:18.060605,,2023-09-20 08:24:41.765543,2023-09-20 08:21:36.770424,0.0,0 days 00:02:41.290181,,,0 days 00:03:04.995119
